,dummy,trail,region,date,description,condition,link
1940,,Across The Hill,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1941,,Joel,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1942,,Pigs,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1943,,Colourfull Movie,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1944,,Hunters - Ehud 4,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1945,,Motocross,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1946,,Ehud 1,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1947,,Thorns Ravine,Horeshan,"Feb 6, 2016 @ 1:04amFeb 6, 2016",reporter,Dry,view
1948,,Kamtan,Kfar HaHoresh,"Jan 31, 2016 @ 2:29pmJan 31, 2016",reporter,Variable,view
1949,,The Duke,Kfar HaHoresh,"Jan 31, 2016 @ 2:29pmJan 31, 2016",reporter,Variable,view
1950,,Sukkot Detour,Kfar HaHoresh,"Jan 31, 2016 @ 2:29pmJan 31, 2016",reporter,Variable,view
1951,,Cymbals,Kfar HaHoresh,"Jan 31, 2016 @ 2:29pmJan 31, 2016",reporter,Variable,view
1952,,HaHoresh,Kfar HaHoresh,"Jan 31, 2016 @ 2:29pmJan 31, 2016",reporter,Variable,view
1953,,The Mad Cow,Kfar HaHoresh,"Jan 31, 2016 @ 2:29pmJan 31, 2016",reporter,Variable,view
1954,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1955,,Carobs,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1956,,Deers 2,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1957,,Petra/ The Eagle,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1958,,Burma,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1959,,Bones,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1960,,Gimbury,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1961,,Nettles,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1962,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Jan 23, 2016 @ 10:17amJan 23, 2016",reporter,Wet,view
1963,,The Bench,Kiryat Tivon,"Jan 12, 2016 @ 1:24pmJan 12, 2016",reporter,Variable,view
1964,,Iron Safe,Kiryat Tivon,"Jan 12, 2016 @ 1:24pmJan 12, 2016",reporter,Variable,view
1965,,Connector,Kiryat Tivon,"Jan 12, 2016 @ 1:24pmJan 12, 2016",reporter,Wet,view
1966,,The Hook,Kiryat Tivon,"Jan 12, 2016 @ 1:24pmJan 12, 2016",reporter,Prevalent Mud,view
1967,,Bench to Green Gate,Kiryat Tivon,"Jan 12, 2016 @ 1:24pmJan 12, 2016",reporter,Variable,view
1968,,Southern Descent,Kiryat Tivon,"Jan 12, 2016 @ 1:24pmJan 12, 2016",reporter,Wet,view
1969,,Alonim Cemetery Forest,Kiryat Tivon,"Jan 12, 2016 @ 1:24pmJan 12, 2016",reporter,Variable,view
1970,,Sukkot Detour,Kfar HaHoresh,"Dec 11, 2015 @ 12:47amDec 11, 2015",,Dry,view
1971,,HaHoresh,Kfar HaHoresh,"Dec 11, 2015 @ 12:47amDec 11, 2015",,Dry,view
1972,,Snapir Gateport,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1973,,Tivon Circuit (NE section),Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1974,,Avi Snapir 2,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1975,,The Hook,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1976,,Bench to Green Gate,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1977,,Rancho,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1978,,Horses Detour,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1979,,Southern Descent,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1980,,Lost Glasses,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1981,,Descent from the Oak,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",,Dry,view
1982,,Basmet Tabun Detour,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",Near Basmat Tabun some development works cover a short segment of the trail,Dry,view
1983,,Green Oak,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015","Small tree down across trail, can ride over or around",Dry,view
1984,,Out Of Bounds,Kiryat Tivon,"Nov 15, 2015 @ 12:02amNov 15, 2015",few tight passages - needs some trimming,Dry,view
1985,,Kamtan,Kfar HaHoresh,"Nov 4, 2015 @ 11:24amNov 4, 2015",,Dry,view
1986,,The Bench,Kiryat Tivon,"Nov 4, 2015 @ 11:23amNov 4, 2015",,Dry,view
1987,,Iron Safe,Kiryat Tivon,"Nov 4, 2015 @ 11:23amNov 4, 2015",,Dry,view
1988,,Climb to The Northern Passage,Kiryat Tivon,"Nov 4, 2015 @ 11:23amNov 4, 2015",,Dry,view
1989,,Northern Descent,Kiryat Tivon,"Nov 4, 2015 @ 11:23amNov 4, 2015",,Dry,view
1990,,Ascent to Ramat Tivon,Kiryat Tivon,"Nov 4, 2015 @ 11:23amNov 4, 2015",,Dry,view
1991,,HaLilach trail,Kiryat Tivon,"Nov 4, 2015 @ 11:23amNov 4, 2015",,Dry,view
1992,,The Swimming Pool,Kiryat Tivon,"Nov 4, 2015 @ 11:23amNov 4, 2015",,Dry,view
1993,,The Mad Cow,Kfar HaHoresh,"Nov 4, 2015 @ 11:16amNov 4, 2015","Few days after the rain, trail in optimal condition",Dry,view
1994,,Bench to Green Gate,Kiryat Tivon,"Oct 22, 2015 @ 7:59amOct 22, 2015",,Dry,view
1995,,Cymbals,Kfar HaHoresh,"Oct 17, 2015 @ 3:29amOct 17, 2015",,Unknown,view
1996,,The Mad Cow,Kfar HaHoresh,"Oct 17, 2015 @ 3:29amOct 17, 2015",,Unknown,view
1997,,Ehud 2 Extension,Horeshan,"Sep 28, 2015 @ 3:15amSep 28, 2015",closed due to passage thru privet lands,Unknown,view
1998,,Tivon Circuit (NE section),Kiryat Tivon,"Sep 18, 2015 @ 7:44amSep 18, 2015",,Dry,view
1999,,Kabri,Western Galilee,"Sep 9, 2015 @ 9:14amSep 9, 2015",,Dry,view
2000,,Gozemet & Beyond,Ofer Forest,"Sep 5, 2015 @ 4:53amSep 5, 2015",,Dry,view
2001,,Magical Forest,Ofer Forest,"Sep 5, 2015 @ 4:53amSep 5, 2015",,Very Dry,view
2002,,Bathroom,Ofer Forest,"Sep 5, 2015 @ 4:53amSep 5, 2015",,Dry,view
2003,,Gimbury,Mishmar HaEmek,"Aug 30, 2015 @ 10:53amAug 30, 2015",,Dry,view
2004,,Nettles,Mishmar HaEmek,"Aug 30, 2015 @ 10:53amAug 30, 2015",,Dry,view
2005,,Clearing,Kiryat Ata Forest,"Aug 22, 2015 @ 12:25pmAug 22, 2015",,Dry,view
2006,,The Burnt Tree,Ramot Menashe,"Jul 24, 2015 @ 3:48amJul 24, 2015",this trail doesnt exist anymore,Unknown,view
2007,,The Burnt Tree,Ramot Menashe,"Jul 24, 2015 @ 3:48amJul 24, 2015",,Dry,view
2008,,The Therapeutic Class,Ramot Menashe,"Jul 24, 2015 @ 3:46amJul 24, 2015",,Dry,view
2009,,Goat Hill,Carmel Mountain,"Jul 24, 2015 @ 3:33amJul 24, 2015",this is an old 4X4 route. extremly loose most of the year/,Very Dry,view
2010,,Yagur Descender,The Forester's House,"Jul 18, 2015 @ 6:54amJul 18, 2015",,Very Dry,view
2011,,The Foresters,The Forester's House,"Jul 18, 2015 @ 6:54amJul 18, 2015",,Very Dry,view
2012,,Agency,The Forester's House,"Jul 18, 2015 @ 6:54amJul 18, 2015",,Dry,view
2013,,Motorbikes East,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",Plenty of dust & loose ground,Very Dry,view
2014,,Paradise,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Very Dry,view
2015,,Ehud 3,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2016,,Across The Hill,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2017,,Joel,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2018,,Pigs,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2019,,Ehud 3 extension,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2020,,The Technical,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2021,,Hunters - Ehud 4,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2022,,Ehud 1,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2023,,Thorns Ravine,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2024,,New Zealand - The Jungle,Horeshan,"Jul 10, 2015 @ 3:38amJul 10, 2015",,Dry,view
2025,,Jump It,Kfar Glikson,"Jul 5, 2015 @ 10:57amJul 5, 2015",,Dry,view
2026,,The Installations,Kfar Glikson,"Jul 5, 2015 @ 10:57amJul 5, 2015",,Dry,view
2027,,Aloney Yitshak East,Kfar Glikson,"Jul 5, 2015 @ 10:57amJul 5, 2015",,Dry,view
2028,,Aloney Yitshak West,Kfar Glikson,"Jul 5, 2015 @ 10:57amJul 5, 2015",,Dry,view
2029,,Two Cost Like One,Kfar Glikson,"Jul 5, 2015 @ 10:57amJul 5, 2015",,Dry,view
2030,,Horses Detour,Kiryat Tivon,"Jun 30, 2015 @ 8:40amJun 30, 2015",,Dry,view
2031,,The Quarry,Ma'anit,"Jun 27, 2015 @ 12:47pmJun 27, 2015",,Dry,view
2032,,The Lonely Tree,Ma'anit,"Jun 27, 2015 @ 12:47pmJun 27, 2015",,Dry,view
2033,,Eucalyptus - Upper,Ma'anit,"Jun 27, 2015 @ 12:47pmJun 27, 2015",,Dry,view
2034,,Hill Crosser,Ma'anit,"Jun 27, 2015 @ 12:47pmJun 27, 2015",,Dry,view
2035,,Tower climber,Ma'anit,"Jun 27, 2015 @ 12:47pmJun 27, 2015",,Dry,view
2036,,Maya,Ma'anit,"Jun 27, 2015 @ 12:47pmJun 27, 2015",,Dry,view
2037,,Shooting Range,Ma'anit,"Jun 27, 2015 @ 12:47pmJun 27, 2015",,Dry,view
2038,,Promenade,Kiryat Tivon,"Jun 26, 2015 @ 8:35amJun 26, 2015",,Dry,view
2039,,Turn Back,Kiryat Tivon,"Jun 26, 2015 @ 8:35amJun 26, 2015",,Dry,view
2040,,Basmet Tabun Detour,Kiryat Tivon,"Jun 26, 2015 @ 8:35amJun 26, 2015",,Dry,view
2041,,Timrat,Lower Galillee,"Jun 20, 2015 @ 10:41amJun 20, 2015",a bit tuff uphill with 450m elevation gain. going down the hill is fun but also slipery and stip.I suggest in the summer start riding earley morning before the sun getting strong.nice track for connect with another singletrack on alon hagllil forest.,Very Dry,view
2042,,Beit Keshet,Lower Galillee,"Jun 19, 2015 @ 9:48amJun 19, 2015",nice,Very Dry,view
2043,,Southern Descent,Kiryat Tivon,"Jun 16, 2015 @ 4:09amJun 16, 2015",,Dry,view
2044,,Tivon Circuit (NE section),Kiryat Tivon,"Jun 16, 2015 @ 4:09amJun 16, 2015",,Very Dry,view
2045,,Nahal Kelah,Mt. Carmel National Park,"Jun 7, 2015 @ 10:02amJun 7, 2015",,Dry,view
2046,,Nahal Alon,Mt. Carmel National Park,"Jun 7, 2015 @ 10:02amJun 7, 2015",,Dry,view
2047,,Tivon Circuit - To Alexander's Statue,Kiryat Tivon,"Jun 2, 2015 @ 8:27amJun 2, 2015",,Dry,view
2048,,Shwingwing,Kiryat Ata Forest,"May 30, 2015 @ 2:22amMay 30, 2015",,Very Dry,view
2049,,The Green - Kiryat Ata Forest,Kiryat Ata Forest,"May 30, 2015 @ 2:22amMay 30, 2015",,Dry,view
2050,,The Bench,Kiryat Tivon,"May 26, 2015 @ 6:02amMay 26, 2015",,Dry,view
2051,,Iron Safe,Kiryat Tivon,"May 26, 2015 @ 6:02amMay 26, 2015",,Dry,view
2052,,Connector,Kiryat Tivon,"May 26, 2015 @ 6:02amMay 26, 2015",,Dry,view
2053,,The Hook,Kiryat Tivon,"May 26, 2015 @ 6:02amMay 26, 2015",,Dry,view
2054,,Bench to Green Gate,Kiryat Tivon,"May 26, 2015 @ 6:02amMay 26, 2015",,Dry,view
2055,,Northern Descent,Kiryat Tivon,"May 26, 2015 @ 6:02amMay 26, 2015",,Dry,view
2056,,Snail of a Rabit,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2057,,Starter,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2058,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015","Big pile of shredded trees at the end, not a real issue",Dry,view
2059,,Carobs,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2060,,Deers 2,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2061,,Petra/ The Eagle,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2062,,Uria's Corner,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2063,,Butterflies,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2064,,Bones,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",,Dry,view
2065,,Gimbury,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",Almost clear,Dry,view
2066,,Nettles,Mishmar HaEmek,"May 23, 2015 @ 9:08amMay 23, 2015",Mostlty clear,Dry,view
2067,,Rabbit - Upper,Ofer Forest,"May 9, 2015 @ 4:43amMay 9, 2015",,Dry,view
2068,,Kamikaze,Ofer Forest,"May 9, 2015 @ 4:43amMay 9, 2015",,Dry,view
2069,,Gozemet,Ofer Forest,"May 9, 2015 @ 4:43amMay 9, 2015",,Dry,view
2070,,The Swing,Ofer Forest,"May 9, 2015 @ 4:43amMay 9, 2015",,Dry,view
2071,,Darkness,Ofer Forest,"May 9, 2015 @ 4:43amMay 9, 2015",,Dry,view
2072,,Around The Hill,Ofer Forest,"May 9, 2015 @ 4:43amMay 9, 2015",,Dry,view
2073,,Rabbit - Lower,Ofer Forest,"May 9, 2015 @ 4:43amMay 9, 2015",,Dry,view
2074,,Snapir Portal,Kiryat Tivon,"May 5, 2015 @ 10:52amMay 5, 2015",,Dry,view
2075,,Lost Glasses,Kiryat Tivon,"May 5, 2015 @ 10:52amMay 5, 2015",Many thorns in middle section,Dry,view
2076,,Ehud 2 Extension,Horeshan,"May 4, 2015 @ 3:00pmMay 4, 2015",Trail is closed?,Unknown,view
2077,,Green Oak,Kiryat Tivon,"May 2, 2015 @ 4:38amMay 2, 2015",,Dry,view
2078,,Ascent to Ramat Tivon,Kiryat Tivon,"May 2, 2015 @ 4:38amMay 2, 2015",,Dry,view
2079,,HaLilach trail,Kiryat Tivon,"May 2, 2015 @ 4:38amMay 2, 2015",,Dry,view
2080,,Tivon Circuit (NE section),Kiryat Tivon,"May 2, 2015 @ 4:38amMay 2, 2015",,Dry,view
2081,,The Swimming Pool,Kiryat Tivon,"May 2, 2015 @ 4:38amMay 2, 2015",,Dry,view
2082,,Snapir Gateport,Kiryat Tivon,"Apr 29, 2015 @ 5:41amApr 29, 2015",Overgrown vegetation,Dry,view
2083,,Alonim Cemetery Forest,Kiryat Tivon,"Apr 29, 2015 @ 5:39amApr 29, 2015",,Dry,view
2084,,Avi Snapir 2,Kiryat Tivon,"Apr 28, 2015 @ 9:04amApr 28, 2015",,Dry,view
2085,,Bench to Green Gate,Kiryat Tivon,"Apr 28, 2015 @ 9:04amApr 28, 2015",,Dry,view
2086,,Shimshit,Alon HaGalil,"Apr 26, 2015 @ 11:30amApr 26, 2015",,Dry,view
2087,,Zeevik The Fox,Mishmar HaEmek,"Apr 25, 2015 @ 12:04pmApr 25, 2015",,Dry,view
2088,,Almonds,Mishmar HaEmek,"Apr 25, 2015 @ 11:59amApr 25, 2015",trail does not exist due to agricultural work,Unknown,view
2089,,The Bench,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2090,,Iron Safe,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2091,,Connector,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2092,,Climb to The Northern Passage,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2093,,The Hook,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2094,,Avi Snapir,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2095,,Rancho,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2096,,Lost Glasses,Kiryat Tivon,"Mar 31, 2015 @ 12:49amMar 31, 2015",,Dry,view
2097,,Raback,Misgav,"Mar 28, 2015 @ 3:04amMar 28, 2015",,Dry,view
2098,,Foxie,Misgav,"Mar 28, 2015 @ 3:04amMar 28, 2015",,Dry,view
2099,,Respect,Misgav,"Mar 28, 2015 @ 3:04amMar 28, 2015",,Dry,view
2100,,Dreamer 3,Misgav,"Mar 28, 2015 @ 3:04amMar 28, 2015",,Dry,view
2101,,The Bench,Kiryat Tivon,"Mar 17, 2015 @ 1:30amMar 17, 2015",,Variable,view
2102,,Iron Safe,Kiryat Tivon,"Mar 17, 2015 @ 1:30amMar 17, 2015",,Variable,view
2103,,Climb to The Northern Passage,Kiryat Tivon,"Mar 17, 2015 @ 1:30amMar 17, 2015",,Variable,view
2104,,Bench to Green Gate,Kiryat Tivon,"Mar 17, 2015 @ 1:30amMar 17, 2015",,Variable,view
2105,,Northern Descent,Kiryat Tivon,"Mar 17, 2015 @ 1:30amMar 17, 2015",,Dry,view
2106,,The Swimming Pool,Kiryat Tivon,"Mar 17, 2015 @ 1:30amMar 17, 2015",,Wet,view
2107,,Slaughterhouse,Kiryat Tivon,"Mar 17, 2015 @ 1:30amMar 17, 2015",,Dry,view
2108,,Deers,Mishmar HaEmek,"Mar 14, 2015 @ 11:06amMar 14, 2015",,Dry,view
2109,,The Swimming Pool,Kiryat Tivon,"Mar 13, 2015 @ 7:55amMar 13, 2015",1 hours 1 attendees,Prevalent Mud,view
2110,,Rimonim - Lilach,Kiryat Tivon,"Mar 11, 2015 @ 9:35amMar 11, 2015",,Dry,view
2111,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"Mar 10, 2015 @ 5:19amMar 10, 2015",massive forestry work in the area,Variable,view
2112,,Deers,Mishmar HaEmek,"Mar 10, 2015 @ 5:19amMar 10, 2015",,Variable,view
2113,,Petra/ The Eagle,Mishmar HaEmek,"Mar 10, 2015 @ 5:19amMar 10, 2015",,Dry,view
2114,,Starter,Mishmar HaEmek,"Mar 10, 2015 @ 5:19amMar 10, 2015",Multiple tree branches and debris,Dry,view
2115,,Carobs,Mishmar HaEmek,"Mar 10, 2015 @ 5:19amMar 10, 2015",,Dry,view
2116,,Deers 2,Mishmar HaEmek,"Mar 10, 2015 @ 5:19amMar 10, 2015",,Dry,view
2117,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Mar 10, 2015 @ 5:19amMar 10, 2015",,Dry,view
2118,,Petra/ The Eagle,Mishmar HaEmek,"Mar 5, 2015 @ 1:55amMar 5, 2015",,Variable,view
2119,,Bench to Green Gate,Kiryat Tivon,"Mar 4, 2015 @ 3:36amMar 4, 2015","Cows stamped the trail badly in the last rains  Minor erosion (trail braiding, small ruts developing, brake bumps)",Dry,view
2120,,Paradise,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2121,,Ehud 3,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2122,,Forest Road,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2123,,Across The Hill,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2124,,Joel,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2125,,Pigs,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2126,,Ehud 3 extension,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2127,,Hunters - Ehud 4,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Dry,view
2128,,Ehud 1,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Variable,view
2129,,Forest Road,Horeshan,"Feb 28, 2015 @ 6:37amFeb 28, 2015",,Variable,view
2130,,The Bench,Kiryat Tivon,"Feb 26, 2015 @ 12:15pmFeb 26, 2015",,Prevalent Mud,view
2131,,Iron Safe,Kiryat Tivon,"Feb 26, 2015 @ 12:15pmFeb 26, 2015",,Prevalent Mud,view
2132,,Connector,Kiryat Tivon,"Feb 26, 2015 @ 12:15pmFeb 26, 2015",,Prevalent Mud,view
2133,,Climb to The Northern Passage,Kiryat Tivon,"Feb 26, 2015 @ 12:15pmFeb 26, 2015",,Prevalent Mud,view
2134,,Bench to Green Gate,Kiryat Tivon,"Feb 26, 2015 @ 12:15pmFeb 26, 2015",,Prevalent Mud,view
2135,,Snail of a Rabit,Mishmar HaEmek,"Feb 23, 2015 @ 9:37amFeb 23, 2015",,Wet,view
2136,,Starter,Mishmar HaEmek,"Feb 23, 2015 @ 3:28amFeb 23, 2015",,Wet,view
2137,,Petra/ The Eagle,Mishmar HaEmek,"Feb 23, 2015 @ 3:28amFeb 23, 2015",,Prevalent Mud,view
2138,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Feb 23, 2015 @ 3:28amFeb 23, 2015",,Prevalent Mud,view
2139,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"Feb 7, 2015 @ 11:33pmFeb 7, 2015",massive forestry work in the area,Wet,view
2140,,HaLilach trail,Kiryat Tivon,"Jan 28, 2015 @ 10:55amJan 28, 2015",,Variable,view
2141,,The Swimming Pool,Kiryat Tivon,"Jan 28, 2015 @ 10:55amJan 28, 2015",,Variable,view
2142,,Deers,Mishmar HaEmek,"Jan 17, 2015 @ 4:48amJan 17, 2015","Cows on route, Major Water drainage issue, large mud holes",Prevalent Mud,view
2143,,Gimbury,Mishmar HaEmek,"Jan 17, 2015 @ 3:25amJan 17, 2015",Forestry work on two sections,Prevalent Mud,view
2144,,Nettles,Mishmar HaEmek,"Jan 17, 2015 @ 3:25amJan 17, 2015",forestry works on the top section,Wet,view
2145,,Almonds,Mishmar HaEmek,"Jan 13, 2015 @ 10:32pmJan 13, 2015",Overgrown vegetation,Unknown,view
2146,,Hill Snail,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Prevalent Mud,view
2147,,North Eagle,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Prevalent Mud,view
2148,,The Worm,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Prevalent Mud,view
2149,,Starter,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Wet,view
2150,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Wet,view
2151,,Deers,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Prevalent Mud,view
2152,,Carobs,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Wet,view
2153,,Uria's Corner,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Wet,view
2154,,Bones,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Wet,view
2155,,Gimbury,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Wet,view
2156,,Nettles,Mishmar HaEmek,"Jan 10, 2015 @ 5:29amJan 10, 2015",,Wet,view
2157,,The Bench,Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2158,,Iron Safe,Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2159,,Connector,Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2160,,Climb to The Northern Passage,Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2161,,The Hook,Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2162,,Lost Glasses,Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2163,,Out Of Bounds,Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2164,,Tivon Circuit (NE section),Kiryat Tivon,"Dec 27, 2014 @ 7:10amDec 27, 2014",,Variable,view
2165,,HaZore'a South / Blue singletrack,Ramot Menashe,"Dec 18, 2014 @ 11:12pmDec 18, 2014",Excellent !!!,Variable,view
2166,,Promenade,Kiryat Tivon,"Dec 16, 2014 @ 3:59amDec 16, 2014",,Wet,view
2167,,Turn Back,Kiryat Tivon,"Dec 16, 2014 @ 3:59amDec 16, 2014",,Wet,view
2168,,Northern Descent,Kiryat Tivon,"Dec 16, 2014 @ 3:59amDec 16, 2014",,Wet,view
2169,,Basmet Tabun Detour,Kiryat Tivon,"Dec 16, 2014 @ 3:59amDec 16, 2014",,Wet,view
2170,,Hir'bat beit rosh / Yossi #1,Mishmar HaEmek,"Dec 12, 2014 @ 5:22amDec 12, 2014",,Variable,view
2171,,The Bench,Kiryat Tivon,"Dec 9, 2014 @ 4:07amDec 9, 2014",,Variable,view
2172,,Iron Safe,Kiryat Tivon,"Dec 9, 2014 @ 4:07amDec 9, 2014",,Variable,view
2173,,Connector,Kiryat Tivon,"Dec 9, 2014 @ 4:07amDec 9, 2014",,Variable,view
2174,,The Hook,Kiryat Tivon,"Dec 9, 2014 @ 4:07amDec 9, 2014",,Variable,view
2175,,Northern Descent,Kiryat Tivon,"Dec 9, 2014 @ 4:07amDec 9, 2014",,Variable,view
2176,,Out Of Bounds,Kiryat Tivon,"Dec 9, 2014 @ 4:07amDec 9, 2014",,Variable,view
2177,,Hill Snail,Mishmar HaEmek,"Dec 6, 2014 @ 1:17amDec 6, 2014",,Dry,view
2178,,Anaconda,Mishmar HaEmek,"Dec 6, 2014 @ 1:17amDec 6, 2014",,Variable,view
2179,,The Hump / Ha'Dabeshet,Mishmar HaEmek,"Dec 6, 2014 @ 1:17amDec 6, 2014",,Variable,view
2180,,Deers,Mishmar HaEmek,"Dec 6, 2014 @ 1:17amDec 6, 2014",,Dry,view
