שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,c_str,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,speed,ratio,mode
רמת דוד,135,RAMAT DAWID,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,542.0,542.0,531.0,0.0,1926,330,15.0,2192073153.0,80.0,254.0,10004411.0,2021,Ramat Dawid,213.0,2192073153,35.20170826411784,32.6782288332304,"32.6782,35.2017",33954,1892,"Haifa, Israel","234, Ramat David, Israel",22803.883569544494,43.39005330357303,0.6716111082507067,driving
רמת מגשימים,4701,RAMAT MAGSHIMIM,2,הצפון,29,גולן,294.0,71.0,מועצה אזורית גולן,,1.0,784.0,784.0,784.0,0.0,1968,320,2.0,2759575016.0,429.0,219.0,10004579.0,2021,Ramat Magshimim,211.0,2759575016,35.80788764620815,32.84476057168893,"32.8448,35.8079",114649,5409,"Haifa, Israel","13, Ramat Magshimim",74820.774956742,49.797520769878204,0.652607305399454,driving
רמת צבי,339,RAMAT ZEVI,2,הצפון,23,יזרעאל,233.0,8.0,מועצה אזורית הגלבוע,,1.0,764.0,759.0,748.0,5.0,1942,310,1.0,2391272193.0,53.0,204.0,10004394.0,2021,Ramat Zevi,213.0,2391272193,35.41389048500081,32.59148923610212,"32.5915,35.4139",61299,3416,"Haifa, Israel","62, Ramat Tzvi, Israel",44649.47158898487,47.05447825537047,0.7283882541148284,driving
רמת רזיאל,460,RAMAT RAZI'EL,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,662.0,662.0,641.0,0.0,1948,310,9.0,2070263124.0,717.0,151.0,15000597.0,2021,Ramat Razi'el,,2070263124,35.07315285963465,31.773768834959295,"31.7738,35.0732",143026,6001,"Haifa, Israel","Oren St 26, Ramat Raziel, Israel",114661.52360271596,68.78544991997624,0.8016830758233885,driving
רמת רחל,127,RAMAT RAHEL,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,557.0,557.0,544.0,0.0,1926,330,15.0,2207962742.0,788.0,151.0,15000705.0,2021,Ramat Rahel,,2207962742,35.21851487955645,31.739385213608244,"31.7394,35.2185",152818,6770,"Haifa, Israel","Unnamed Road, Ramat Rachel, Israel",119957.95211589565,63.78857128762546,0.7849726610470995,driving
רנן,789,RANNEN,6,הדרום,62,באר שבע,622.0,42.0,מועצה אזורית מרחבים,344.0,1.0,717.0,717.0,708.0,0.0,1950,310,1.0,1620658307.0,104.0,651.0,10001893.0,2021,Rannen,620.0,1620658307,34.601333468406985,31.33798779104845,"31.3380,34.6013",201866,7768,"Haifa, Israel","137, Ranen, Israel",167416.28929686564,77.58736373181209,0.8293436700428286,driving
רעים,713,RE'IM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,433.0,432.0,402.0,1.0,1949,330,15.0,1485858842.0,49.0,651.0,10001893.0,2021,Re'im,620.0,1485858842,34.459317580822834,31.38549170788395,"31.3855,34.4593",183986,7984,"Haifa, Israel","Re'im, Re'im, Israel",165949.74933124165,74.82704128162199,0.9019694396923769,driving
רתמים,1260,RETAMIM,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,608.0,608.0,608.0,0.0,1983,320,15.0,1703255151.0,260.0,620.0,10001918.0,2021,Retamim,610.0,1703255151,34.68966742075687,31.0537308652993,"31.0537,34.6897",237696,8963,"Haifa, Israel","דרך הבשור, Retamim, Israel",196880.6179246506,79.0773429129468,0.8282874677093877,driving
שאר ישוב,324,SHE'AR YASHUV,2,הצפון,21,צפת,211.0,55.0,מועצה אזורית מבואות החרמון,,1.0,630.0,630.0,604.0,0.0,1940,310,6.0,2606679242.0,129.0,253.0,10004591.0,2021,She'ar Yashuv,211.0,2606679242,35.646468619351744,33.22647215519797,"33.2265,35.6465",126149,5616,"Haifa, Israel","Palgei Mayim St 34, She'ar Yashuv, Israel",75818.71424444702,48.60173990028655,0.6010250913161977,driving
שבי דרום,1377,SHAVE DAROM,6,הדרום,62,באר שבע,621.0,42.0,מועצה אזורית מרחבים,,1.0,405.0,405.0,405.0,0.0,2017,310,,1657359723.0,143.0,651.0,10001930.0,2021,Shave Darom,620.0,1657359723,34.63913049547089,31.465865165793556,"31.4659,34.6391",186148,7047,"Haifa, Israel","Nir Akiva Junction, Israel",152753.9214057384,78.03520889182037,0.8206046876987042,driving
שדה אילן,721,SEDE ILAN,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,658.0,658.0,658.0,0.0,1949,310,2.0,2399773935.0,196.0,206.0,10004552.0,2021,Sede Ilan,214.0,2399773935,35.42332697553725,32.74855119687763,"32.7486,35.4233",53501,2597,"Haifa, Israel","73, Sde Ilan, Israel",39245.83653415845,54.40316192644221,0.7335533267445179,driving
שדה אליהו,304,SEDE ELIYYAHU,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,694.0,694.0,689.0,0.0,1939,330,3.0,2485370519.0,-191.0,202.0,10004568.0,2021,Sede Eliyyahu,214.0,2485370519,35.51360363019992,32.44033377267719,"32.4403,35.5136",78894,4303,"Haifa, Israel","שדה אליהו, Sde Eliyahu, Israel",62185.04025906925,52.02559724207513,0.7882100065793247,driving
שדה אליעזר,861,SEDE ELI'EZER,2,הצפון,21,צפת,211.0,55.0,מועצה אזורית מבואות החרמון,,1.0,842.0,841.0,818.0,1.0,1952,310,6.0,2529977230.0,162.0,253.0,10004540.0,2021,Sede Eli'ezer,211.0,2529977230,35.56344816098086,33.04532962005806,"33.0453,35.5634",94194,4221,"Haifa, Israel","109, Sde Eliezer, Israel",58346.41878677269,49.76240408253534,0.619428188491546,driving
שדה בוקר,885,SEDE BOQER,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,469.0,468.0,452.0,1.0,1952,330,15.0,1801253146.0,470.0,620.0,10001918.0,2021,Sede Boqer,610.0,1801253146,34.793109535861504,30.873262182438218,"30.8733,34.7931",244588,9472,"Haifa, Israel","12, Sde Boker, Israel",215596.52602949957,81.94124722404966,0.8814681261120724,driving
שדה דוד,36,SEDE DAWID,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,632.0,632.0,625.0,0.0,1955,310,6.0,1700560944.0,93.0,634.0,10001813.0,2021,Sede Dawid,,1700560944,34.68397393523591,31.576172408943755,"31.5762,34.6840",174282,6746,"Haifa, Israel","48, Sde David, Israel",139851.2228173249,74.63154493660979,0.8024421501780155,driving
שדה יואב,293,SEDE YO'AV,6,הדרום,61,אשקלון,611.0,35.0,מועצה אזורית יואב,,1.0,594.0,594.0,577.0,0.0,1956,330,15.0,1694461708.0,98.0,632.0,10001813.0,2021,Sede Yo'av,420.0,1694461708,34.67716000191615,31.645045622538763,"31.6450,34.6772",148672,6673,"Haifa, Israel","180, Sde Yoav, 7935100, Israel",132535.14094297192,71.50105011159881,0.8914599988092708,driving
שדה יצחק,2008,SEDE YIZHAQ,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,736.0,734.0,701.0,2.0,1952,310,1.0,1996070126.0,31.0,351.0,15002436.0,2021,Sede Yizhaq,,1996070126,34.99337546335271,32.40509787401906,"32.4051,34.9934",57953,2891,"Haifa, Israel","HaZayit/HaMeyasdim, Sde Yitzhak, Israel",44323.76361605964,55.19389450633508,0.7648225909971811,driving
שדה משה,18,SEDE MOSHE,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,780.0,779.0,765.0,1.0,1956,310,1.0,1812161329.0,140.0,634.0,10001813.0,2021,Sede Moshe,,1812161329,34.80138570693742,31.611318052303567,"31.6113,34.8014",154352,5835,"Haifa, Israel","250, Sde Moshe, Israel",133991.61885328445,82.66835096346598,0.8680912385539834,driving
שדה נחום,259,SEDE NAHUM,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,992.0,991.0,968.0,1.0,1937,330,15.0,2454771487.0,-76.0,202.0,10004568.0,2021,Sede Nahum,214.0,2454771487,35.48133185970728,32.52769690143608,"32.5277,35.4813",67216,3664,"Haifa, Israel","Unnamed Road, Sde Nahum, Israel",53834.46577612166,52.894125762564954,0.8009174270429906,driving
שדה ניצן,1058,SEDE NIZZAN,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,387.0,383.0,374.0,4.0,1973,310,1.0,1446557122.0,135.0,651.0,10001893.0,2021,Sede Nizzan,620.0,1446557122,34.41929217806721,31.230131589191686,"31.2301,34.4193",205338,8919,"Haifa, Israel","Sde Nitsan Center, Sde Nitzan, Israel",183562.23840244347,74.09172084861493,0.8939516231892951,driving
שדה צבי,2049,SEDE ZEVI,6,הדרום,62,באר שבע,621.0,42.0,מועצה אזורית מרחבים,,1.0,688.0,688.0,680.0,0.0,1953,310,10.0,1726759530.0,202.0,651.0,10001930.0,2021,Sede Zevi,620.0,1726759530,34.7122419548655,31.448760904667285,"31.4488,34.7122",177150,6694,"Haifa, Israel","Ha-Dekel St 9, Sde Tzvi, Israel",153204.61296132015,82.39268100698425,0.8648298784155809,driving
שדות מיכה,27,SEDOT MIKHA,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,,1.0,390.0,390.0,390.0,0.0,1955,310,1.0,1925462543.0,219.0,151.0,15000597.0,2021,Sedot Mikha,,1925462543,34.92045139694394,31.721123037035166,"31.7211,34.9205",148464,5881,"Haifa, Israel","39, Sdot Micha, Israel",120640.62193495207,73.84904590474876,0.8125917524447144,driving
שדי אברהם,1223,SEDE AVRAHAM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,367.0,367.0,359.0,0.0,1981,310,1.0,1367156924.0,86.0,651.0,10001893.0,2021,Sede Avraham,620.0,1367156924,34.33612691689529,31.21173990563404,"31.2117,34.3361",210981,9078,"Haifa, Israel","29, Sdei Avraham, Israel",188011.6660514375,74.55849281616821,0.8911307940119608,driving
שדי חמד,2015,SEDE HEMED,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,142.0,1.0,953.0,953.0,944.0,0.0,1952,310,1.0,1948167404.0,35.0,417.0,10002133.0,2021,Sede Hemed,410.0,1948167404,34.94316447683116,32.159543307930235,"32.1595,34.9432",88015,3610,"Haifa, Israel","Shikma St 53, Sdei Hemed, Israel",71868.15242003056,71.66907166540443,0.8165443665287798,driving
שדי תרומות,2057,SEDE TERUMOT,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,478.0,478.0,477.0,0.0,1951,310,2.0,2459270520.0,-128.0,202.0,10004568.0,2021,Sede Terumot,214.0,2459270520,35.485850092152575,32.4404890198907,"32.4405,35.4859",77210,4148,"Haifa, Israel","Road 90/Sde Trumot, Sdei Trumot, Israel",60220.526086557365,52.26468030655895,0.7799575972873639,driving
שדמה,555,SHEDEMA,4,המרכז,44,רחובות,441.0,32.0,מועצה אזורית גדרות,143.0,1.0,586.0,586.0,581.0,0.0,1954,310,10.0,1756363779.0,48.0,456.0,15002488.0,2021,Shedema,,1756363779,34.74148621003453,31.83206478067636,"31.8321,34.7415",128432,5458,"Haifa, Israel","52, Shdema, Israel",110898.3187447811,73.14656421421986,0.8634788739938731,driving
שדמות דבורה,306,SHADMOT DEVORA,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,687.0,685.0,669.0,2.0,1939,310,1.0,2411773355.0,146.0,206.0,10004552.0,2021,Shadmot Devora,214.0,2411773355,35.4359959518254,32.69622964841852,"32.6962,35.4360",61527,2958,"Haifa, Israel","42, Shadmot Dvora, Israel",41705.6098397459,50.75733449056296,0.6778424080443691,driving
שדמות מחולה,3578,SHADMOT MEHOLA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,677.0,677.0,675.0,0.0,1979,320,2.0,2504469484.0,-189.0,712.0,10003299.0,2021,Shadmot Mehola,710.0,2504469484,35.53357508983029,32.34695234439342,"32.3470,35.5336",91817,4993,"Haifa, Israel","ד.נ. עמק בית שאן, Shadmot Mehola",70684.71842807776,50.9643473545123,0.7698434759148933,driving
שואבה,741,SHO'EVA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,601.0,601.0,594.0,0.0,1950,310,10.0,2074863395.0,618.0,151.0,15000597.0,2021,Sho'eva,,2074863395,35.077975732206546,31.798213549046988,"31.7982,35.0780",134592,5235,"Haifa, Israel","Yefe Nof St 51, Sho'eva, Israel",111972.6990334496,77.00128300294529,0.8319417129803376,driving
שובה,761,SHUVA,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,722.0,722.0,721.0,0.0,1950,310,2.0,1566959571.0,108.0,651.0,10001930.0,2021,Shuva,620.0,1566959571,34.544112511360126,31.45170224067877,"31.4517,34.5441",175052,7663,"Haifa, Israel","121, Shuva, Israel",156549.07696981743,73.54517513915474,0.8943004191315577,driving
שובל,394,SHOVAL,6,הדרום,62,באר שבע,621.0,41.0,מועצה אזורית בני שמעון,341.0,1.0,870.0,870.0,823.0,0.0,1946,330,15.0,1756559148.0,205.0,625.0,10001946.0,2021,Shoval,620.0,1756559148,34.74375955074696,31.414426431013542,"31.4144,34.7438",175744,6631,"Haifa, Israel","דרך הבריכה, Shoval, Israel",156460.2976700673,84.94300582298933,0.8902739079005103,driving
שומרה,614,SHOMERA,2,הצפון,24,עכו,244.0,52.0,מועצה אזורית מעלה יוסף,,1.0,366.0,363.0,359.0,3.0,1949,310,1.0,2268677643.0,552.0,255.0,10004302.0,2021,Shomera,212.0,2268677643,35.283738043307196,33.08305943771472,"33.0831,35.2837",60341,3370,"Haifa, Israel","34, Shomera, Israel",40313.24002208542,43.064588747628335,0.6680903535255533,driving
שומרייה,1265,SHOMERIYYA,6,הדרום,62,באר שבע,623.0,41.0,מועצה אזורית בני שמעון,341.0,1.0,828.0,828.0,828.0,0.0,1984,330,15.0,1889659340.0,377.0,625.0,10001937.0,2021,Shomeriyya,620.0,1889659340,34.88367046379282,31.432169054267547,"31.4322,34.8837",183982,7258,"Haifa, Israel","Unnamed Road, Shomria, Israel",152939.0346601417,75.85843548863463,0.8312717258217744,driving
שוקדה,415,SHOQEDA,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,634.0,634.0,629.0,0.0,1957,310,2.0,1548259242.0,82.0,651.0,10001930.0,2021,Shoqeda,620.0,1548259242,34.524654648833824,31.421929263233505,"31.4219,34.5247",179689,7849,"Haifa, Israel","43, Shokeda, Israel",160244.02896541203,73.49707023512336,0.8917854123814593,driving
שורשים,1235,SHORASHIM,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,241.0,1.0,566.0,566.0,559.0,0.0,1985,320,1.0,2246175536.0,132.0,205.0,10004513.0,2021,Shorashim,210.0,2246175536,35.25952135291274,32.89309112084163,"32.8931,35.2595",46998,2602,"Haifa, Israel","42, Shorashim, Israel",25463.20301695285,35.22964291353969,0.5417933319918475,driving
שושנת העמקים,224,SHOSHANNAT HAAMAQIM,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,492.0,492.0,484.0,0.0,1951,350,,1867569564.0,19.0,409.0,10002089.0,2021,Shoshannat HaAmaqim,,1867569564,34.85698030704434,32.354117430267095,"32.3541,34.8570",59084,2726,"Haifa, Israel","Amnon veTamar St 3, Shoshanat HaAmakim, Israel",51951.35517522769,68.60780580734398,0.8792795879633689,driving
שזור,527,SHEZOR,2,הצפון,24,עכו,242.0,2.0,מועצה אזורית מרום הגליל,,1.0,315.0,315.0,310.0,0.0,1953,310,1.0,2333275981.0,282.0,209.0,10004465.0,2021,Shezor,211.0,2333275981,35.35267651643118,32.93314001664228,"32.9331,35.3527",48289,2706,"Haifa, Israel","Clinic, Shezor, Israel",35214.18657501531,46.84814178494276,0.7292382649260765,driving
שחר,7,SHAHAR,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,880.0,880.0,868.0,0.0,1955,310,1.0,1740161425.0,100.0,634.0,10001813.0,2021,Shahar,,1740161425,34.72546700464014,31.61971371715302,"31.6197,34.7255",171492,6667,"Haifa, Israel","51, Shahar, Israel",134300.55540139633,72.51867398305487,0.7831301483532546,driving
שחרות,1266,SHAHARUT,6,הדרום,62,באר שבע,627.0,53.0,מועצה אזורית חבל אילות,,1.0,179.0,179.0,164.0,0.0,1985,370,13.0,1997042399.0,531.0,608.0,10001955.0,2021,Shaharut,610.0,1997042399,34.99988005115415,29.904339495216732,"29.9043,34.9999",385007,15190,"Haifa, Israel","Shaharut, Shaharut, Israel",322373.3340457992,76.40184348682536,0.8373181112182355,driving
שיבולים,865,SHIBBOLIM,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,291.0,291.0,289.0,0.0,1952,310,2.0,1626858946.0,130.0,651.0,10001930.0,2021,Shibbolim,620.0,1626858946,34.607483884021725,31.395646450316523,"31.3956,34.6075",191670,7364,"Haifa, Israel","123, Shibolim, Israel",161042.62309140144,78.72806126141299,0.8402077690374156,driving
שילת,1165,SHILAT,4,המרכז,43,רמלה,431.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,788.0,788.0,769.0,0.0,1977,310,6.0,2020064728.0,265.0,424.0,10002277.0,2021,Shilat,,2020064728,35.01987015342831,31.918356217423508,"31.9184,35.0199",119843,5001,"Haifa, Israel","Gefen St 16, Shilat",98429.43638807656,70.85502319477617,0.8213198633885713,driving
שכניה,1160,SHEKHANYA,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,781.0,781.0,772.0,0.0,1980,370,10.0,2234275046.0,440.0,205.0,10004513.0,2021,Shekhanya,210.0,2234275046,35.246782164711,32.84891353937286,"32.8489,35.2468",34979,2291,"Haifa, Israel","Oren St 36, Shekhanya, Israel",22814.979843504472,35.8506885362794,0.6522479157066946,driving
שלווה,873,SHALWA,6,הדרום,61,אשקלון,612.0,34.0,מועצה אזורית שפיר,,1.0,586.0,586.0,578.0,0.0,1952,310,2.0,1779360802.0,166.0,631.0,10001813.0,2021,Shalwa,,1779360802,34.767042638986474,31.563677265080937,"31.5637,34.7670",166486,6420,"Haifa, Israel","54, Shalva, Israel",139724.88785364578,78.35040440391352,0.8392590839688969,driving
שלוחות,439,SHELUHOT,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,457.0,457.0,457.0,0.0,1948,330,3.0,2454070861.0,-116.0,202.0,10004568.0,2021,Sheluhot,214.0,2454070861,35.480414322280865,32.471250383568325,"32.4713,35.4804",73017,4000,"Haifa, Israel","קיבוץ שלוחות, Shluhot, Israel",57586.12703341036,51.82751433006933,0.788667392982598,driving
שלומית,1364,SHLOMIT,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,443.0,443.0,443.0,0.0,2011,370,11.0,1337356441.0,93.0,651.0,10001893.0,2021,Shlomit,620.0,1337356441,34.305270848124195,31.167967514046484,"31.1680,34.3053",218063,9497,"Haifa, Israel","שלומית 31 שלומית IL 8548301, Shlomit, Israel",193583.38674497194,73.38108795218479,0.8877406380035675,driving
שמיר,366,SHAMIR,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,911.0,911.0,857.0,0.0,1944,330,15.0,2619478579.0,191.0,253.0,10004591.0,2021,Shamir,211.0,2619478579,35.65989034185414,33.16664592655688,"33.1666,35.6599",118657,5324,"Haifa, Israel","Unnamed Road, Shamir, Israel",72937.64199995008,49.319216979680746,0.614693123877648,driving
שמעה,3784,SHIM'A,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,886.0,886.0,879.0,0.0,1985,370,11.0,2012258844.0,607.0,715.0,15003512.0,2021,Shim'a,710.0,2012258844,35.01271518564227,31.387693278844267,"31.3877,35.0127",203570,8012,"Haifa, Israel","שמעה, Shim'a",157431.30092461917,70.73797844840603,0.773352168416855,driving
שמרת,432,SHAMERAT,2,הצפון,24,עכו,246.0,4.0,מועצה אזורית מטה אשר,241.0,1.0,657.0,657.0,644.0,0.0,1948,330,15.0,2092076183.0,17.0,201.0,10004315.0,2021,Shamerat,212.0,2092076183,35.09475449462865,32.95139366092776,"32.9514,35.0948",27370,1583,"Haifa, Israel","ד.נ אשרת קיבוץ שמרת, Shomrat, Israel",18304.57104659839,41.62757786971207,0.6687822815710044,driving
שני,1287,SHANI,6,הדרום,62,באר שבע,623.0,,חסר מעמד מוניציפלי,,1.0,571.0,571.0,473.0,0.0,1989,370,11.0,2066558490.0,693.0,699.0,10001937.0,2021,Shani,,2066558490,35.06984814194496,31.355838777290423,"31.3558,35.0698",214998,8331,"Haifa, Israel","36, Shani-Livne, Israel",161076.05664452072,69.60434568722538,0.7491979304203794,driving
שניר,1132,SENIR,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,641.0,640.0,631.0,1.0,1967,330,15.0,2635779414.0,308.0,253.0,10004591.0,2021,Senir,211.0,2635779414,35.67776934610937,33.24186486316565,"33.2419,35.6778",130789,5888,"Haifa, Israel","דרך השיאון, Snir",79166.60455959658,48.40349463562291,0.6053001747822568,driving
שעל,4009,SHA'AL,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,316.0,316.0,309.0,0.0,1976,310,9.0,2674078025.0,784.0,219.0,10004579.0,2021,Sha'al,211.0,2674078025,35.71813158046506,33.11646891992621,"33.1165,35.7181",116169,5430,"Haifa, Israel","120, Sha'al, 1242000",74782.0329594771,49.57924837092405,0.6437348428537485,driving
שער הגולן,264,SHA'AR HAGOLAN,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,527.0,527.0,511.0,0.0,1937,330,15.0,2569373258.0,-195.0,214.0,10004552.0,2021,Sha'ar HaGolan,214.0,2569373258,35.60401894876021,32.687060404455345,"32.6871,35.6040",79565,4059,"Haifa, Israel","Unnamed Road, Sha'ar HaGolan, Israel",57165.27433148891,50.7009084979946,0.7184726240368116,driving
