שם יישוב,סמל יישוב,תעתיק,סמל מחוז,שם מחוז,סמל נפה,שם נפה,אזור טבעי,סמל מעמד מונציפאלי,שם מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,pop,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,coords,גובה ממוצע,ועדת תכנון,תחנת משטרה,שנה,name,אשכול רשויות מקומיות,lon,lat,lonlat,distance,duration,g_orig,g_dest,crow_dist,mode,speed,ratio
שדה אליעזר,861,SEDE ELI'EZER,2,הצפון,21,צפת,211.0,55.0,מועצה אזורית מבואות החרמון,,1.0,842.0,841.0,818.0,1.0,1952,310,6.0,2529977230.0,162.0,253.0,10004540.0,2021,Sede Eli'ezer,211.0,35.56344816098086,33.04532962005806,"33.0453,35.5634",111642,7523,"Hof HaCarmel Regional Council, Israel","109, Sde Eliezer, Israel",58346.41878677269,transit,27.920657667470646,0.5226206874363831
שדה בוקר,885,SEDE BOQER,6,הדרום,62,באר שבע,626.0,48.0,מועצה אזורית רמת נגב,,1.0,469.0,468.0,452.0,1.0,1952,330,15.0,1801253146.0,470.0,620.0,10001918.0,2021,Sede Boqer,610.0,34.793109535861504,30.873262182438218,"30.8733,34.7931",231106,15257,"Hof HaCarmel Regional Council, Israel","12, Sde Boker, Israel",215596.52602949957,transit,50.871566736986196,0.9328902150073973
שדה דוד,36,SEDE DAWID,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,632.0,632.0,625.0,0.0,1955,310,6.0,1700560944.0,93.0,634.0,10001813.0,2021,Sede Dawid,,34.68397393523591,31.576172408943755,"31.5762,34.6840",160983,13095,"Hof HaCarmel Regional Council, Israel","48, Sde David, Israel",139851.2228173249,transit,38.44707156490031,0.8687328650685159
שדה יואב,293,SEDE YO'AV,6,הדרום,61,אשקלון,611.0,35.0,מועצה אזורית יואב,,1.0,594.0,594.0,577.0,0.0,1956,330,15.0,1694461708.0,98.0,632.0,10001813.0,2021,Sede Yo'av,420.0,34.67716000191615,31.645045622538763,"31.6450,34.6772",136108,12364,"Hof HaCarmel Regional Council, Israel","180, Sde Yoav, 7935100, Israel",132535.14094297192,transit,38.58997956928979,0.9737498232504476
שדה יצחק,2008,SEDE YIZHAQ,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,736.0,734.0,701.0,2.0,1952,310,1.0,1996070126.0,31.0,351.0,15002436.0,2021,Sede Yizhaq,,34.99337546335271,32.40509787401906,"32.4051,34.9934",54763,5725,"Hof HaCarmel Regional Council, Israel","HaZayit/HaMeyasdim, Sde Yitzhak, Israel",44323.76361605964,transit,27.871711618832265,0.8093742785468224
שדה משה,18,SEDE MOSHE,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,780.0,779.0,765.0,1.0,1956,310,1.0,1812161329.0,140.0,634.0,10001813.0,2021,Sede Moshe,,34.80138570693742,31.611318052303567,"31.6113,34.8014",171596,11461,"Hof HaCarmel Regional Council, Israel","250, Sde Moshe, Israel",133991.61885328445,transit,42.08793542202461,0.780855141456004
שדה נחום,259,SEDE NAHUM,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,992.0,991.0,968.0,1.0,1937,330,15.0,2454771487.0,-76.0,202.0,10004568.0,2021,Sede Nahum,214.0,35.48133185970728,32.52769690143608,"32.5277,35.4813",92890,7735,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Sde Nahum, Israel",53834.46577612166,transit,25.0554721129978,0.5795507134903828
שדה ניצן,1058,SEDE NIZZAN,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,387.0,383.0,374.0,4.0,1973,310,1.0,1446557122.0,135.0,651.0,10001893.0,2021,Sede Nizzan,620.0,34.41929217806721,31.230131589191686,"31.2301,34.4193",199717,14043,"Hof HaCarmel Regional Council, Israel","Sde Nitsan Center, Sde Nitzan, Israel",183562.23840244347,transit,47.0571856618099,0.9191117351174085
שדה צבי,2049,SEDE ZEVI,6,הדרום,62,באר שבע,621.0,42.0,מועצה אזורית מרחבים,,1.0,688.0,688.0,680.0,0.0,1953,310,10.0,1726759530.0,202.0,651.0,10001930.0,2021,Sede Zevi,620.0,34.7122419548655,31.448760904667285,"31.4488,34.7122",187218,13285,"Hof HaCarmel Regional Council, Israel","Ha-Dekel St 9, Sde Tzvi, Israel",153204.61296132015,transit,41.515740057264026,0.8183220254533226
שדות מיכה,27,SEDOT MIKHA,1,ירושלים,11,ירושלים,112.0,26.0,מועצה אזורית מטה יהודה,,1.0,390.0,390.0,390.0,0.0,1955,310,1.0,1925462543.0,219.0,151.0,15000597.0,2021,Sedot Mikha,,34.92045139694394,31.721123037035166,"31.7211,34.9205",165570,10935,"Hof HaCarmel Regional Council, Israel","39, Sdot Micha, Israel",120640.62193495207,transit,39.717077180231136,0.7286381707734014
שדי אברהם,1223,SEDE AVRAHAM,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,367.0,367.0,359.0,0.0,1981,310,1.0,1367156924.0,86.0,651.0,10001893.0,2021,Sede Avraham,620.0,34.33612691689529,31.21173990563404,"31.2117,34.3361",201045,13745,"Hof HaCarmel Regional Council, Israel","29, Sdei Avraham, Israel",188011.6660514375,transit,49.242779031296834,0.9351720562632122
שדי חמד,2015,SEDE HEMED,4,המרכז,42,פתח תקווה,421.0,20.0,מועצה אזורית דרום השרון,142.0,1.0,953.0,953.0,944.0,0.0,1952,310,1.0,1948167404.0,35.0,417.0,10002133.0,2021,Sede Hemed,410.0,34.94316447683116,32.159543307930235,"32.1595,34.9432",66373,7017,"Hof HaCarmel Regional Council, Israel","Shikma St 53, Sdei Hemed, Israel",71868.15242003056,transit,36.87121971100328,1.0827919849943586
שדי תרומות,2057,SEDE TERUMOT,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,478.0,478.0,477.0,0.0,1951,310,2.0,2459270520.0,-128.0,202.0,10004568.0,2021,Sede Terumot,214.0,35.485850092152575,32.4404890198907,"32.4405,35.4859",95512,8054,"Hof HaCarmel Regional Council, Israel","Road 90/Sde Trumot, Sdei Trumot, Israel",60220.526086557365,transit,26.917543321530484,0.630502199582852
שדמה,555,SHEDEMA,4,המרכז,44,רחובות,441.0,32.0,מועצה אזורית גדרות,143.0,1.0,586.0,586.0,581.0,0.0,1954,310,10.0,1756363779.0,48.0,456.0,15002488.0,2021,Shedema,,34.74148621003453,31.83206478067636,"31.8321,34.7415",174532,11211,"Hof HaCarmel Regional Council, Israel","52, Shdema, Israel",110898.3187447811,transit,35.61091316396504,0.6354039301949276
שדמות דבורה,306,SHADMOT DEVORA,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,687.0,685.0,669.0,2.0,1939,310,1.0,2411773355.0,146.0,206.0,10004552.0,2021,Shadmot Devora,214.0,35.4359959518254,32.69622964841852,"32.6962,35.4360",92857,8597,"Hof HaCarmel Regional Council, Israel","42, Shadmot Dvora, Israel",41705.6098397459,transit,17.464254440279777,0.44913802771730615
שדמות מחולה,3578,SHADMOT MEHOLA,7,אזור יהודה ושומרון,75,ירדן-יריחו,,75.0,מועצה אזורית ערבות הירדן,,1.0,677.0,677.0,675.0,0.0,1979,320,2.0,2504469484.0,-189.0,712.0,10003299.0,2021,Shadmot Mehola,710.0,35.53357508983029,32.34695234439342,"32.3470,35.5336",111044,9936,"Hof HaCarmel Regional Council, Israel","ד.נ. עמק בית שאן, Shadmot Mehola",70684.71842807776,transit,25.610405227564407,0.6365469402045834
שואבה,741,SHO'EVA,1,ירושלים,11,ירושלים,111.0,26.0,מועצה אזורית מטה יהודה,444.0,1.0,601.0,601.0,594.0,0.0,1950,310,10.0,2074863395.0,618.0,151.0,15000597.0,2021,Sho'eva,,35.077975732206546,31.798213549046988,"31.7982,35.0780",113891,8204,"Hof HaCarmel Regional Council, Israel","Yefe Nof St 51, Sho'eva, Israel",111972.6990334496,transit,49.13477773286428,0.9831566939744983
שובה,761,SHUVA,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,722.0,722.0,721.0,0.0,1950,310,2.0,1566959571.0,108.0,651.0,10001930.0,2021,Shuva,620.0,34.544112511360126,31.45170224067877,"31.4517,34.5441",167430,13343,"Hof HaCarmel Regional Council, Israel","121, Shuva, Israel",156549.07696981743,transit,42.237628501187345,0.935012106371722
שובל,394,SHOVAL,6,הדרום,62,באר שבע,621.0,41.0,מועצה אזורית בני שמעון,341.0,1.0,870.0,870.0,823.0,0.0,1946,330,15.0,1756559148.0,205.0,625.0,10001946.0,2021,Shoval,620.0,34.74375955074696,31.414426431013542,"31.4144,34.7438",173997,12301,"Hof HaCarmel Regional Council, Israel","דרך הבריכה, Shoval, Israel",156460.2976700673,transit,45.789535128220656,0.8992126167121691
שומרה,614,SHOMERA,2,הצפון,24,עכו,244.0,52.0,מועצה אזורית מעלה יוסף,,1.0,366.0,363.0,359.0,3.0,1949,310,1.0,2268677643.0,552.0,255.0,10004302.0,2021,Shomera,212.0,35.283738043307196,33.08305943771472,"33.0831,35.2837",80919,8038,"Hof HaCarmel Regional Council, Israel","34, Shomera, Israel",40313.24002208542,transit,18.05519582974714,0.4981925137740879
שומרייה,1265,SHOMERIYYA,6,הדרום,62,באר שבע,623.0,41.0,מועצה אזורית בני שמעון,341.0,1.0,828.0,828.0,828.0,0.0,1984,330,15.0,1889659340.0,377.0,625.0,10001937.0,2021,Shomeriyya,620.0,34.88367046379282,31.432169054267547,"31.4322,34.8837",217166,14208,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Shomria, Israel",152939.0346601417,transit,38.75144459294132,0.7042494435599574
שוקדה,415,SHOQEDA,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,634.0,634.0,629.0,0.0,1957,310,2.0,1548259242.0,82.0,651.0,10001930.0,2021,Shoqeda,620.0,34.524654648833824,31.421929263233505,"31.4219,34.5247",167240,12440,"Hof HaCarmel Regional Council, Israel","43, Shokeda, Israel",160244.02896541203,transit,46.372870118607985,0.9581680756123656
שורשים,1235,SHORASHIM,2,הצפון,24,עכו,242.0,56.0,מועצה אזורית משגב,241.0,1.0,566.0,566.0,559.0,0.0,1985,320,1.0,2246175536.0,132.0,205.0,10004513.0,2021,Shorashim,210.0,35.25952135291274,32.89309112084163,"32.8931,35.2595",73043,7548,"Hof HaCarmel Regional Council, Israel","42, Shorashim, Israel",25463.20301695285,transit,12.144611931774016,0.3486056571738955
שושנת העמקים,224,SHOSHANNAT HAAMAQIM,4,המרכז,41,השרון,411.0,16.0,מועצה אזורית עמק חפר,141.0,1.0,492.0,492.0,484.0,0.0,1951,350,,1867569564.0,19.0,409.0,10002089.0,2021,Shoshannat HaAmaqim,,34.85698030704434,32.354117430267095,"32.3541,34.8570",45923,4407,"Hof HaCarmel Regional Council, Israel","Amnon veTamar St 3, Shoshanat HaAmakim, Israel",51951.35517522769,transit,42.43813901311997,1.13127093559279
שזור,527,SHEZOR,2,הצפון,24,עכו,242.0,2.0,מועצה אזורית מרום הגליל,,1.0,315.0,315.0,310.0,0.0,1953,310,1.0,2333275981.0,282.0,209.0,10004465.0,2021,Shezor,211.0,35.35267651643118,32.93314001664228,"32.9331,35.3527",66790,7249,"Hof HaCarmel Regional Council, Israel","Clinic, Shezor, Israel",35214.18657501531,transit,17.488077206518845,0.5272374094178067
שחר,7,SHAHAR,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,880.0,880.0,868.0,0.0,1955,310,1.0,1740161425.0,100.0,634.0,10001813.0,2021,Shahar,,34.72546700464014,31.61971371715302,"31.6197,34.7255",151766,12000,"Hof HaCarmel Regional Council, Israel","51, Shahar, Israel",134300.55540139633,transit,40.290166620418894,0.8849185944242869
שחרות,1266,SHAHARUT,6,הדרום,62,באר שבע,627.0,53.0,מועצה אזורית חבל אילות,,1.0,179.0,179.0,164.0,0.0,1985,370,13.0,1997042399.0,531.0,608.0,10001955.0,2021,Shaharut,610.0,34.99988005115415,29.904339495216732,"29.9043,34.9999",376194,23764,"Hof HaCarmel Regional Council, Israel","Shaharut, Shaharut, Israel",322373.3340457992,transit,48.836222966035905,0.8569337470714558
שיבולים,865,SHIBBOLIM,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,291.0,291.0,289.0,0.0,1952,310,2.0,1626858946.0,130.0,651.0,10001930.0,2021,Shibbolim,620.0,34.607483884021725,31.395646450316523,"31.3956,34.6075",169340,14451,"Hof HaCarmel Regional Council, Israel","123, Shibolim, Israel",161042.62309140144,transit,40.11856917369353,0.9510016717337986
שילת,1165,SHILAT,4,המרכז,43,רמלה,431.0,25.0,מועצה אזורית חבל מודיעין,142.0,1.0,788.0,788.0,769.0,0.0,1977,310,6.0,2020064728.0,265.0,424.0,10002277.0,2021,Shilat,,35.01987015342831,31.918356217423508,"31.9184,35.0199",107591,8589,"Hof HaCarmel Regional Council, Israel","Gefen St 16, Shilat",98429.43638807656,transit,41.25578891571494,0.9148482344069352
שכניה,1160,SHEKHANYA,2,הצפון,24,עכו,241.0,56.0,מועצה אזורית משגב,241.0,1.0,781.0,781.0,772.0,0.0,1980,370,10.0,2234275046.0,440.0,205.0,10004513.0,2021,Shekhanya,210.0,35.246782164711,32.84891353937286,"32.8489,35.2468",67212,5936,"Hof HaCarmel Regional Council, Israel","Oren St 36, Shekhanya, Israel",22814.979843504472,transit,13.836578072206217,0.3394480129069879
שלווה,873,SHALWA,6,הדרום,61,אשקלון,612.0,34.0,מועצה אזורית שפיר,,1.0,586.0,586.0,578.0,0.0,1952,310,2.0,1779360802.0,166.0,631.0,10001813.0,2021,Shalwa,,34.767042638986474,31.563677265080937,"31.5637,34.7670",169761,12694,"Hof HaCarmel Regional Council, Israel","54, Shalva, Israel",139724.88785364578,transit,39.625775663551664,0.8230682421383344
שלוחות,439,SHELUHOT,2,הצפון,23,יזרעאל,231.0,7.0,מועצה אזורית עמק המעיינות,,1.0,457.0,457.0,457.0,0.0,1948,330,3.0,2454070861.0,-116.0,202.0,10004568.0,2021,Sheluhot,214.0,35.480414322280865,32.471250383568325,"32.4713,35.4804",94316,8173,"Hof HaCarmel Regional Council, Israel","קיבוץ שלוחות, Shluhot, Israel",57586.12703341036,transit,25.365233980212565,0.6105658322385423
שלומית,1364,SHLOMIT,6,הדרום,62,באר שבע,622.0,38.0,מועצה אזורית אשכול,,1.0,443.0,443.0,443.0,0.0,2011,370,11.0,1337356441.0,93.0,651.0,10001893.0,2021,Shlomit,620.0,34.305270848124195,31.167967514046484,"31.1680,34.3053",212107,14536,"Hof HaCarmel Regional Council, Israel","שלומית 31 שלומית IL 8548301, Shlomit, Israel",193583.38674497194,transit,47.94305120266229,0.9126685434472787
שמיר,366,SHAMIR,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,911.0,911.0,857.0,0.0,1944,330,15.0,2619478579.0,191.0,253.0,10004591.0,2021,Shamir,211.0,35.65989034185414,33.16664592655688,"33.1666,35.6599",144692,10480,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Shamir, Israel",72937.64199995008,transit,25.05491519082255,0.5040889752021541
שמעה,3784,SHIM'A,7,אזור יהודה ושומרון,77,חברון,,78.0,מועצה אזורית הר חברון,,1.0,886.0,886.0,879.0,0.0,1985,370,11.0,2012258844.0,607.0,715.0,15003512.0,2021,Shim'a,710.0,35.01271518564227,31.387693278844267,"31.3877,35.0127",231279,13043,"Hof HaCarmel Regional Council, Israel","שמעה, Shim'a",157431.30092461917,transit,43.4526323183799,0.680698640709356
שמרת,432,SHAMERAT,2,הצפון,24,עכו,246.0,4.0,מועצה אזורית מטה אשר,241.0,1.0,657.0,657.0,644.0,0.0,1948,330,15.0,2092076183.0,17.0,201.0,10004315.0,2021,Shamerat,212.0,35.09475449462865,32.95139366092776,"32.9514,35.0948",50742,5847,"Hof HaCarmel Regional Council, Israel","ד.נ אשרת קיבוץ שמרת, Shomrat, Israel",18304.57104659839,transit,11.270130967633694,0.36073806800280617
שני,1287,SHANI,6,הדרום,62,באר שבע,623.0,,חסר מעמד מוניציפלי,,1.0,571.0,571.0,473.0,0.0,1989,370,11.0,2066558490.0,693.0,699.0,10001937.0,2021,Shani,,35.06984814194496,31.355838777290423,"31.3558,35.0698",229575,15506,"Hof HaCarmel Regional Council, Israel","36, Shani-Livne, Israel",161076.05664452072,transit,37.39673699988873,0.7016271660438668
שניר,1132,SENIR,2,הצפון,21,צפת,211.0,1.0,מועצה אזורית הגליל העליון,,1.0,641.0,640.0,631.0,1.0,1967,330,15.0,2635779414.0,308.0,253.0,10004591.0,2021,Senir,211.0,35.67776934610937,33.24186486316565,"33.2419,35.6778",152166,10452,"Hof HaCarmel Regional Council, Israel","דרך השיאון, Snir",79166.60455959658,transit,27.267487219149224,0.5202647408724458
שעל,4009,SHA'AL,2,הצפון,29,גולן,292.0,71.0,מועצה אזורית גולן,,1.0,316.0,316.0,309.0,0.0,1976,310,9.0,2674078025.0,784.0,219.0,10004579.0,2021,Sha'al,211.0,35.71813158046506,33.11646891992621,"33.1165,35.7181",148854,9820,"Hof HaCarmel Regional Council, Israel","120, Sha'al, 1242000",74782.0329594771,transit,27.41500189960464,0.5023851086264198
שער הגולן,264,SHA'AR HAGOLAN,2,הצפון,22,כנרת,221.0,6.0,מועצה אזורית עמק הירדן,,1.0,527.0,527.0,511.0,0.0,1937,330,15.0,2569373258.0,-195.0,214.0,10004552.0,2021,Sha'ar HaGolan,214.0,35.60401894876021,32.687060404455345,"32.6871,35.6040",99827,8388,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Sha'ar HaGolan, Israel",57165.27433148891,transit,24.53445250278494,0.5726434164253048
שער העמקים,237,SHA'AR HAAMAQIM,3,חיפה,31,חיפה,311.0,12.0,מועצה אזורית זבולון,222.0,1.0,770.0,770.0,733.0,0.0,1935,330,15.0,2108373650.0,62.0,301.0,10004207.0,2021,Sha'ar HaAmaqim,310.0,35.11242242620826,32.72301007139176,"32.7230,35.1124",34941,4055,"Hof HaCarmel Regional Council, Israel","Unnamed Road, Sha'ar HaAmakim, Israel",13199.635623518681,transit,11.718542107192912,0.3777692574201849
שער מנשה,921,SHA'AR MENASHE,3,חיפה,32,חדרה,324.0,14.0,מועצה אזורית מנשה,,1.0,511.0,463.0,447.0,48.0,1949,340,,2016170594.0,38.0,351.0,15002436.0,2021,Sha'ar Menashe,,35.01465259342109,32.44733344381596,"32.4473,35.0147",41595,4263,"Hof HaCarmel Regional Council, Israel","Picasso St 1, Israel",39608.19438327739,transit,33.448158522120245,0.9522345085533692
שפיר,692,SHAFIR,6,הדרום,61,אשקלון,611.0,34.0,מועצה אזורית שפיר,,1.0,910.0,910.0,902.0,0.0,1949,310,2.0,1743262283.0,58.0,631.0,10001821.0,2021,Shafir,,34.7283397675985,31.69710266305351,"31.6971,34.7283",180850,11946,"Hof HaCarmel Regional Council, Israel","Haikarim St 71, Shafir, Israel",125818.65196929329,transit,37.91621857437267,0.6957072268138971
שפר,846,SHEFER,2,הצפון,21,צפת,212.0,2.0,מועצה אזורית מרום הגליל,,1.0,435.0,434.0,428.0,1.0,1950,310,1.0,2411276098.0,589.0,209.0,10004528.0,2021,Shefer,211.0,35.43610386724211,32.94356275808419,"32.9436,35.4361",97646,7178,"Hof HaCarmel Regional Council, Israel","Ha-Brosh St 40, Shefer, Israel",42848.431164910246,transit,21.48987910193325,0.438813993045391
שקף,1233,SHEQEF,6,הדרום,61,אשקלון,612.0,50.0,מועצה אזורית לכיש,,1.0,602.0,602.0,590.0,0.0,1982,310,9.0,1939560256.0,417.0,634.0,10001813.0,2021,Sheqef,,34.93592063875856,31.514901347462878,"31.5149,34.9359",188530,11632,"Hof HaCarmel Regional Council, Israel","51, Shekef, Israel",143449.48249173904,transit,44.39633227048319,0.760884116542402
שרונה,292,SHARONA,2,הצפון,22,כנרת,222.0,3.0,מועצה אזורית הגליל התחתון,,1.0,573.0,573.0,563.0,0.0,1938,310,1.0,2440173687.0,253.0,206.0,10004552.0,2021,Sharona,214.0,35.466368949924195,32.72610646414862,"32.7261,35.4664",99876,9072,"Hof HaCarmel Regional Council, Israel","46, Sharona, Israel",43653.43986098027,transit,17.322793595627093,0.43707637331271043
שריד,126,SARID,2,הצפון,23,יזרעאל,234.0,9.0,מועצה אזורית עמק יזרעאל,,1.0,875.0,875.0,847.0,0.0,1926,330,15.0,2214672985.0,88.0,254.0,10004411.0,2021,Sarid,213.0,35.225800500490536,32.66307825068485,"32.6631,35.2258",54491,6263,"Hof HaCarmel Regional Council, Israel","שריד, Sarid, Israel",25618.420707766218,transit,14.725581118945934,0.4701404031448536
שרשרת,398,SHARSHERET,6,הדרום,62,באר שבע,621.0,39.0,מועצה אזורית שדות נגב,,1.0,345.0,345.0,344.0,0.0,1951,310,2.0,1622559044.0,141.0,651.0,10001930.0,2021,Sharsheret,620.0,34.60290664124461,31.40446340058082,"31.4045,34.6029",162708,14579,"Hof HaCarmel Regional Council, Israel","Sharsheret/Roundabout, Sharsheret, Israel",160191.6394921615,transit,39.5562042781934,0.9845345004066273
שתולה,1045,SHETULA,2,הצפון,24,עכו,244.0,52.0,מועצה אזורית מעלה יוסף,,1.0,320.0,320.0,315.0,0.0,1969,310,1.0,2297077667.0,654.0,255.0,10004302.0,2021,Shetula,212.0,35.31415838759108,33.08520034201002,"33.0852,35.3142",94425,10242,"Hof HaCarmel Regional Council, Israel","30, Shtula, Israel",42353.05713753338,transit,14.886839064159362,0.44853648014332415
